neighbor_PAP,neighbor_CAR,AMG,numberOfPatients,neighbor_QUI,neighbor_GLI,neighbor_CF4,ATF,neighbor_CF3,LIN,CF2,TTC,PEN,isVM,GCC
0.855832100169392,2.4525002172325925,7.548440403817237,2.600494763155222,2.533183060501117,2.662617953536215,7.450798234636473,2.3107409653068105,4.244927151768119,2.287637833032237,9.105555555555556,7.8121755542271725,2.562655729773792,4.398486199031544,6.440921914578596
2.4525002172325925,0.19668021347518638,7.054537280943932,2.302598676214968,2.928958565950635,1.9783285780951037,7.224976653550715,2.4462712842178576,3.783871087519844,1.1353057199211045,5.82598158717412,7.195463821714587,2.6035998669765363,3.894241496326633,0.0
7.548440403817237,7.054537280943932,0.0,8.103385451829546,9.441546064539176,9.84419274578849,0.0,10.5515004805028,1.1102230246251565e-16,0.0,0.0,0.0,9.931753223556168,0.616541695055717,0.0
2.600494763155222,2.302598676214968,8.103385451829546,0.7853330492720118,3.023379811636304,2.490757294019782,8.009952420835958,2.7867827260965163,4.215485075000897,1.7507254812235056,6.1535714285714285,8.277807371955024,2.2779003522405166,3.5588697996184497,5.368380244544754
2.533183060501117,2.928958565950635,9.441546064539176,3.023379811636304,1.3675528844842861,2.709308386761505,9.346572163236974,2.416704571860561,4.411076805171685,1.5668934240362813,10.598379417223594,9.981811956666727,2.584257869543071,2.3537708129637958,3.314285714285714
2.662617953536215,1.9783285780951037,9.84419274578849,2.490757294019782,2.709308386761505,0.0,9.41183198470087,2.249457262455688,4.288268906916968,3.426608594057629,8.625000000000002,9.845937906912633,1.983225218579924,1.8559568786641822,0.75
7.450798234636473,7.224976653550715,0.0,8.009952420835958,9.346572163236974,9.41183198470087,0.0,10.535515229716067,0.0,0.0,0.0,1.9984014443252818e-15,9.752974828333569,2.290964737893835,0.0
2.3107409653068105,2.4462712842178576,10.5515004805028,2.7867827260965163,2.416704571860561,2.249457262455688,10.535515229716067,0.0,4.993360441126985,3.5664152943330762,8.977777777777778,10.24280044661225,1.9609048118326553,1.9167908612052016,3.9499999999999993
4.244927151768119,3.783871087519844,1.1102230246251565e-16,4.215485075000897,4.411076805171685,4.288268906916968,0.0,4.993360441126985,0.0,0.0,0.0,2.4424906541753444e-15,4.632361367022776,8.247643242997539,0.0
2.287637833032237,1.1353057199211045,0.0,1.7507254812235056,1.5668934240362813,3.426608594057629,0.0,3.5664152943330762,0.0,0.0,2.220446049250313e-16,0.0,2.8761935059019246,0.07488941695697249,0.0
9.105555555555556,5.82598158717412,0.0,6.1535714285714285,10.598379417223594,8.625000000000002,0.0,8.977777777777778,0.0,2.220446049250313e-16,3.0,0.0,7.129162095665107,0.10273541816984333,0.0
7.8121755542271725,7.195463821714587,0.0,8.277807371955024,9.981811956666727,9.845937906912633,1.9984014443252818e-15,10.24280044661225,2.4424906541753444e-15,0.0,0.0,0.0,9.801899258902912,1.035871553930781,0.0
2.562655729773792,2.6035998669765363,9.931753223556168,2.2779003522405166,2.584257869543071,1.983225218579924,9.752974828333569,1.9609048118326553,4.632361367022776,2.8761935059019246,7.129162095665107,9.801899258902912,1.1102230246251565e-16,2.1575149211561238,5.313731087207763
0.662249934432929,0.6018118241135836,0.4270295596638607,0.586287562152267,0.4834711386707603,0.48829242585546806,0.407631301548263,0.49129453723050087,0.9614713648895139,0.3628965430367823,0.3660636055862677,0.5085814203131086,0.4955172872964817,0.0,0.36329242585546806
6.440921914578596,0.0,0.0,5.368380244544754,3.314285714285714,0.75,0.0,3.9499999999999993,0.0,0.0,0.0,0.0,5.313731087207763,0.06511732128839864,0.0
