neighbor_QUI,neighbor_CAR,neighbor_PAP,neighbor_OXA,numberOfPatients,neighbor_CF3,neighbor_PEN
0.0,0.0,0.0,0.9100232393187448,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.9215624442251725
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9100232393187448,0.0,0.0,0.0,0.0,0.0,0.9482798002879713
0.0,0.0,0.0,0.0,0.0,0.9431621564386229,1.0
0.0,0.0,0.0,0.0,0.9431621564386229,0.0,0.9348383558806203
0.0,0.9215624442251725,0.0,0.9482798002879713,1.0,0.9348383558806203,0.0
