features_dyn,roc_seed_0,mean_importance
AMG,0.0009661391240338713,0.0009661391240338713
ATF,-0.003680529996319626,-0.003680529996319626
CAR,0.02657649368175674,0.02657649368175674
CF1,-0.030456385719543677,-0.030456385719543677
CF2,-0.004738682370261427,-0.004738682370261427
CF3,-0.0031744571218257356,-0.0031744571218257356
CF4,0.0070390136179608875,0.0070390136179608875
Falta,0.003082443871917473,0.003082443871917473
GCC,0.001380198748619721,0.001380198748619721
GLI,0.001548889706784351,0.001548889706784351
LIN,-0.006502269660164539,-0.006502269660164539
LIP,0.0007207704576124296,0.0007207704576124296
MAC,0.0002760397497238998,0.0002760397497238998
MON,-0.0008281192491719214,-0.0008281192491719214
NTI,0.010520181572813092,0.010520181572813092
OTR,0.0,0.0
OXA,0.00918598944914717,0.00918598944914717
PAP,0.006486934118512977,0.006486934118512977
PEN,0.008894614157771819,0.008894614157771819
POL,0.0,0.0
QUI,-0.0002300331247699905,-0.0002300331247699905
SUL,0.0008434547908231504,0.0008434547908231504
TTC,-0.0011501656238498414,-0.0011501656238498414
pc_acinet,0.0,0.0
pc_enterob,0.0,0.0
pc_enteroc,0.0018095939148570217,0.0018095939148570217
pc_pseud,-0.0001226843332107208,-0.0001226843332107208
pc_staph,0.001686909581646301,0.001686909581646301
pc_stenot,0.0,0.0
pc_no_germ,-0.0007974481658692412,-0.0007974481658692412
isVM,0.055622009569377795,0.055622009569377795
numberOfPatients,0.013694638694638495,0.013694638694638495
numberOfPatientsMR,-0.003419825788246955,-0.003419825788246955
neighbor_AMG,-0.008250521408416311,-0.008250521408416311
neighbor_ATF,0.0008894614157770597,0.0008894614157770597
neighbor_CAR,-7.667770825681153e-05,-7.667770825681153e-05
neighbor_CF1,-0.0027297264139370947,-0.0027297264139370947
neighbor_CF2,-0.000935468040731191,-0.000935468040731191
neighbor_CF3,0.00871058765795607,0.00871058765795607
neighbor_CF4,0.0026990553306341925,0.0026990553306341925
neighbor_Falta,-0.007667770825665721,-0.007667770825665721
neighbor_GCC,0.0006594282910070692,0.0006594282910070692
neighbor_GLI,0.0030211017053122236,0.0030211017053122236
neighbor_LIN,0.006762973868236877,0.006762973868236877
neighbor_LIP,0.011486320696846852,0.011486320696846852
neighbor_MAC,0.004938044411728515,0.004938044411728515
neighbor_MON,-0.005919519077413837,-0.005919519077413837
neighbor_NTI,0.002346337872653592,0.002346337872653592
neighbor_OTR,0.0022083179977914202,0.0022083179977914202
neighbor_OXA,-0.004033247454300226,-0.004033247454300226
neighbor_PAP,0.00019936204146719927,0.00019936204146719927
neighbor_PEN,0.010872899030793581,0.010872899030793581
neighbor_POL,0.0014262053735736302,0.0014262053735736302
neighbor_QUI,-0.0033431480799902547,-0.0033431480799902547
neighbor_SUL,0.00976874003189776,0.00976874003189776
neighbor_TTC,-0.0026837197889830744,-0.0026837197889830744
