isVM,neighbor_OXA,neighbor_CAR,neighbor_Falta,pc_enterob
0.0,0.0,0.0,0.0,0.0
0.7997649805784329,0.0,0.4970800810218634,0.6337490944877379,0.7997649805784329
0.0,0.4970800810218634,0.0,0.44844531979064683,0.0
0.6106838352215943,0.6337490944877379,0.44844531979064683,0.0,0.6106838352215943
0.0,1.0,0.2558236055747727,0.8485448783971828,0.0
