isVM,neighbor_AMG,neighbor_CF4,neighbor_OXA
0.0,8.277543441795574,8.290211691993516,8.278500158607399
1.5925172780859236,0.0,2.0878636339077237,2.346556414216991
1.8598022471738362,2.0878636339077237,0.0,2.1388346351781173
1.8340027294981112,2.346556414216991,2.1388346351781173,0.0
