SAPSIIIScore,Age,YearOfAdmission,MonthOfAdmission
0.0,0.14895815548520164,0.19661511226214434,0.256485688405397
0.14895815548520164,0.0,0.15429886980671226,0.15078147186147173
0.19661511226214434,0.15429886980671226,0.0,0.17059501424501444
0.256485688405397,0.15078147186147173,0.17059501424501444,0.0
