features_dyn,roc_seed_0,mean_importance
AMG,0.0003987240829346206,0.0003987240829346206
ATF,3.06710833026802e-05,3.06710833026802e-05
CAR,0.008986627407680081,0.008986627407680081
CF1,-0.0021163047478837127,-0.0021163047478837127
CF2,-0.0061035455772298075,-0.0061035455772298075
CF3,0.00012268433321060979,0.00012268433321060979
CF4,0.0027297264139369837,0.0027297264139369837
Falta,-0.0008587903324744905,-0.0008587903324744905
GCC,0.006226229910440417,0.006226229910440417
GLI,-0.003864556496135374,-0.003864556496135374
LIN,-0.0015948963317383713,-0.0015948963317383713
LIP,0.0005214084161452304,0.0005214084161452304
MAC,0.0023616734143049323,0.0023616734143049323
MON,0.0028217396638449133,0.0028217396638449133
NTI,-0.0005827505827505908,-0.0005827505827505908
OTR,0.0,0.0
OXA,-0.00012268433321060979,-0.00012268433321060979
PAP,-0.00018402649981585917,-0.00018402649981585917
PEN,0.014568764568764547,0.014568764568764547
POL,0.0,0.0
QUI,-0.00061342166605316,-0.00061342166605316
SUL,-0.0009508035823825312,-0.0009508035823825312
TTC,-0.0002760397497238998,-0.0002760397497238998
pc_acinet,0.0,0.0
pc_enterob,0.0082505214084162,0.0082505214084162
pc_enteroc,-0.0004907373328426612,-0.0004907373328426612
pc_pseud,0.0034658324132007534,0.0034658324132007534
pc_staph,0.0006440927493559512,0.0006440927493559512
pc_stenot,0.0,0.0
pc_no_germ,-0.007361059992638808,-0.007361059992638808
isVM,0.03422892896577112,0.03422892896577112
numberOfPatients,0.0005214084161454524,0.0005214084161454524
numberOfPatientsMR,0.007453073242546959,0.007453073242546959
neighbor_AMG,0.005704821494295187,0.005704821494295187
neighbor_ATF,-0.0014415409152250813,-0.0014415409152250813
neighbor_CAR,0.005551466077781897,0.005551466077781897
neighbor_CF1,0.004600662495399477,0.004600662495399477
neighbor_CF2,0.00039872408293450956,0.00039872408293450956
neighbor_CF3,0.0007054349159613116,0.0007054349159613116
neighbor_CF4,0.0014415409152251923,0.0014415409152251923
neighbor_Falta,-0.004447307078885965,-0.004447307078885965
neighbor_GCC,6.134216660524938e-05,6.134216660524938e-05
neighbor_GLI,-0.007790455158876108,-0.007790455158876108
neighbor_LIN,0.002177646914489073,0.002177646914489073
neighbor_LIP,-0.006318243160348347,-0.006318243160348347
neighbor_MAC,0.006134216660532488,0.006134216660532488
neighbor_MON,-0.011010918905655753,-0.011010918905655753
neighbor_NTI,0.0017789228315544525,0.0017789228315544525
neighbor_OTR,-0.0022696601643968917,-0.0022696601643968917
neighbor_OXA,0.0025763709974236937,0.0025763709974236937
neighbor_PAP,9.20132499080406e-05,9.20132499080406e-05
neighbor_PEN,0.00736105999263903,0.00736105999263903
neighbor_POL,-6.13421666053604e-05,-6.13421666053604e-05
neighbor_QUI,-0.0014108698319224011,-0.0014108698319224011
neighbor_SUL,0.004079254079254135,0.004079254079254135
neighbor_TTC,0.000766777082566672,0.000766777082566672
