isVM,neighbor_AMG,neighbor_CF4,neighbor_OXA,neighbor_LIN
0.0,8.277543441795574,8.290211691993516,8.278500158607399,8.258640037203334
1.5925172780859236,0.0,2.0878636339077237,2.346556414216991,3.1045300214714793
1.8598022471738362,2.0878636339077237,0.0,2.1388346351781173,3.7238543683399095
1.8340027294981112,2.346556414216991,2.1388346351781173,0.0,3.96169113953461
1.3499323528910243,3.1045300214714793,3.7238543683399095,3.96169113953461,0.0
