features_dyn,roc_seed_0,mean_importance
AMG,-0.008863943074469471,-0.008863943074469471
ATF,-0.005290761869709226,-0.005290761869709226
CAR,-0.013602625444730676,-0.013602625444730676
CF1,-0.004953379953379966,-0.004953379953379966
CF2,-0.00871058765795607,-0.00871058765795607
CF3,0.0032818059133847832,0.0032818059133847832
CF4,-0.013771316402895306,-0.013771316402895306
Falta,-0.01573426573426573,-0.01573426573426573
GCC,0.010382161697951253,0.010382161697951253
GLI,-0.007253711201079538,-0.007253711201079538
LIN,0.011409642988590485,0.011409642988590485
LIP,-0.0054901239111765365,-0.0054901239111765365
MAC,-0.004907373328425946,-0.004907373328425946
MON,0.003404490246595504,0.003404490246595504
NTI,0.004109925162556816,0.004109925162556816
OTR,0.0,0.0
OXA,-0.012667157403999596,-0.012667157403999596
PAP,0.012421788737578154,0.012421788737578154
PEN,0.038062814378603926,0.038062814378603926
POL,0.0,0.0
QUI,0.0016562384983437317,0.0016562384983437317
SUL,9.201324990792958e-05,9.201324990792958e-05
TTC,0.0006440927493558402,0.0006440927493558402
pc_acinet,0.0,0.0
pc_enterob,0.0156422524843578,0.0156422524843578
pc_enteroc,-0.015105508526561118,-0.015105508526561118
pc_pseud,0.006456263035210519,0.006456263035210519
pc_staph,0.0004907373328425502,0.0004907373328425502
pc_stenot,0.0,0.0
pc_no_germ,-0.0014262053735737412,-0.0014262053735737412
isVM,0.044948472580051524,0.044948472580051524
numberOfPatients,-0.004769353453563996,-0.004769353453563996
numberOfPatientsMR,-0.0015028830818305527,-0.0015028830818305527
neighbor_AMG,0.006578947368421018,0.006578947368421018
neighbor_ATF,0.005689485952643958,0.005689485952643958
neighbor_CAR,0.02418414918414924,0.02418414918414924
neighbor_CF1,0.011655011655011593,0.011655011655011593
neighbor_CF2,-0.00024536866642121957,-0.00024536866642121957
neighbor_CF3,-0.009093976199239462,-0.009093976199239462
neighbor_CF4,-0.0016562384983437317,-0.0016562384983437317
neighbor_Falta,-0.021715126978284927,-0.021715126978284927
neighbor_GCC,0.009262667157403981,0.009262667157403981
neighbor_GLI,-0.010075450864924562,-0.010075450864924562
neighbor_LIN,0.022343884185989427,0.022343884185989427
neighbor_LIP,-0.0011348300821983903,-0.0011348300821983903
neighbor_MAC,-0.005060728744939236,-0.005060728744939236
neighbor_MON,-0.011102932155563572,-0.011102932155563572
neighbor_NTI,0.008526561158140211,0.008526561158140211
neighbor_OTR,-0.000935468040731191,-0.000935468040731191
neighbor_OXA,-0.005382775119617156,-0.005382775119617156
neighbor_PAP,0.01636302294197023,0.01636302294197023
neighbor_PEN,0.01745184639921471,0.01745184639921471
neighbor_POL,0.013495276653171406,0.013495276653171406
neighbor_QUI,0.032695374800638,0.032695374800638
neighbor_SUL,0.022543246227456737,0.022543246227456737
neighbor_TTC,0.00782112624217901,0.00782112624217901
