isVM,neighbor_AMG,neighbor_CF4,neighbor_OXA
0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0
0.8543391480286542,0.0,0.0,0.0
0.8853538943876341,0.0,0.0,0.0
