isVM,neighbor_OXA,neighbor_CAR,neighbor_Falta,pc_enterob
0.0,0.0,0.0,0.0,0.0
0.7997649805784329,0.0,0.0,0.0,0.7997649805784329
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.8485448783971828,0.0
